Recipe Title;Energy;Carbs;Protein;Fat;Time;Filters;Preparation;Photo
Letterkoekjes met gekleurde hagelslag;30 kcal ;unknown;unknown;unknown;35 min;['vooraf te maken', 'oven', 'gebak', 'kindergerecht', 'verjaardag', 'traktatie', 'moederdag', 'kinderrecepten'];[' Doe de boter, suiker en bloem in de keukenmachine en meng tot deegkruimels. Neem de kruimels uit de kom en kneed kort tot een samenhangende deegbal. Verpak in vershoudfolie en laat het deeg 60 min. in de koelkast rusten.', ' Verwarm de oven voor op 175 °C. Bestuif het werkblad met wat bloem en rol het deeg met de deegroller in delen uit tot een lap van 3-4 mm dik. Steek met de uitsteekvormpjes letters uit het deeg.', 'Kneed het overgebleven deeg tot een bal en leg in folie ingepakt terug in de koelkast.', ' Leg de koekjes met een paar centimeter ertussen op een met bakpapier beklede bakplaat. Bak in ca. 8 min. gaar in de oven. Laat afkoelen. Herhaal met de rest van het deeg.', ' Laat het glazuur zacht worden door het 10 min. in een bakje heet water te leggen. Doe ondertussen de gekleurde hagel in een kommetje of diep bord.', ' Haal het zakje glazuur uit het water en kneed door (pas op, warm!). Het glazuur is nu zacht. Knip een klein hoekje van het zakje. Knijp het witte glazuur uit over de koekjes en doop ze met de geglazuurde zijde in de hagelslag. Laat 25 min. drogen.'];https://static.ah.nl/static/recepten/img_113550_1224x900_JPG.jpg
Letterkoekjes met ombre glazuur;40 kcal ;unknown;unknown;unknown;40 min;['vooraf te maken', 'oven', 'gebak', 'kindergerecht', 'keukenmachine', 'kinderrecepten'];['Doe de boter, suiker en bloem in de keukenmachine en meng tot deegkruimels. Neem de kruimels uit de kom en kneed kort tot een samenhangende deegbal. Verpak in vershoudfolie en laat het deeg 1 uur in de koelkast rusten.', 'Verwarm de oven voor op 175 °C. Bestuif het werkblad licht met wat bloem en rol het deeg met de deegroller in delen uit tot een lap van 3-4 mm dik. Steek met de uitsteekvormpjes letters uit het deeg.', 'Kneed het overgebleven deeg tot een bal en leg in folie ingepakt terug in de koelkast.', 'Leg de koekjes met een paar centimeter ertussen op een met bakpapier beklede bakplaat. Bak in ca. 8 min. gaar in de oven. Laat afkoelen. Herhaal met de rest van het deeg.', 'Verdeel de poedersuiker over 3 kommetjes. Doe in het eerste kommetje een ½ tl bietensap en 1 tl water (per 45 stuks), in het tweede kommetje 1 tl bietensap en een ½ tl water (per 45 stuks) en in het derde kommetje 1½ tl bietensap (per 45 stuks). Roer de glazuur in de bakjes goed door tot een egaal gekleurd, dik en glad glazuur is ontstaan.', 'Schep met een theelepel of satéprikker het glazuur over de letterkoekjes. Gebruik voor een woord dat je wilt vormen met de letterkoekjes glazuur van oplopende kleuren, van licht naar donker of andersom (ombre).'];https://static.ah.nl/static/recepten/img_113105_1224x900_JPG.jpg
Havermout-monsterkoekjes;190 kcal ;21 gram;10 gram;2 gram;30 min;['lactosevrij', 'oven', 'gebak', 'kindergerecht', 'verjaardag', 'traktatie', 'kinderrecepten'];['Verwarm de oven voor op 180 °C.  Klop het ei los met een garde, prak de banaan, laat de kokosolie smelten en hak de hazelnoten grof. Roer eerst de banaan, kokosolie, honing en kaneel erdoor en dan de hazelnoten en havermout.', 'Verdeel het mengsel in 14 gelijke, slordige hoopjes over een met bakpapier beklede bakplaat. Druk een beetje plat, maar zorg ervoor dat de koekjes wel wat grillig blijven. Bak in de oven in ca. 15 min. lichtbruin. Laat 5 min. afkoelen.', 'Maak oren, ogen en monden van de rozijnen, kokosflakes en bananenchips. Gebruik eventueel wat honing om alles vast te plakken.'];https://static.ah.nl/static/recepten/img_113542_1224x900_JPG.jpg
Duo Penotti-chocoladerol;265 kcal ;30 gram;5 gram;14 gram;30 min;['oven', 'gebak', 'verjaardag', 'valentijnsdag', 'kinderrecepten'];"['Verwarm de oven voor op 200 °C.  Teken met de stift op een vel bakpapier eerst een rechthoek van 24 x 32 cm en daarbinnen om de 2 cm zo recht mogelijke diagonale lijnen. Keer het papier om. Bestrijk de bakplaat met wat extra gesmolten boter en plak het bakpapier dan vast om straks verschuiven te voorkomen.', 'Splits 7 eieren. Klop 3 eidooiers, het laatste hele ei en de poedersuiker met een mixer in 6 min. licht en luchtig (de rest van de eidooiers wordt niet gebruikt). Voeg de gesmolten boter toe. Klop de eiwitten in een brandschone kom met de mixer met schone garde stijf. Spatel het eiwit zo luchtig mogelijk door het boterbeslag.', 'Halveer het beslag. Zeef de cacaopoeder en 50 g bloem boven de ene helft, spatel het er zo luchtig mogelijk door en schep in een spuitzak.  Spatel de rest van de bloem door de andere helft van het beslag en schep ook in een spuitzak. Knip de puntjes van de spuitzakken; zorg voor een opening van 1.5 cm. Spuit binnen de diagonale lijnen op het bakpapier om en om bruine en witte strepen.', 'Bak de cake in de oven in ca. 15 min. goudbruin en gaar. Neem uit de oven.  Leg eerst een nieuw stuk bakpapier en vervolgens een andere bakplaat op de bovenkant van de cake. Keer het geheel voorzichtig om en verwijder het oude bakpapier. Rol de cake vanaf de korte kant op en laat in 1 uur afkoelen.', 'Rol de cake voorzichtig uit en bestrijk met de Duo Penotti, maar laat aan de lange kanten 1 cm vrij. Rol de cake weer vanaf een korte kant op en snijd in stukjes.']";https://static.ah.nl/static/recepten/img_113588_1224x900_JPG.jpg
Chocolade-karamelplaatkoek van Donna Hay;165 kcal ;16 gram;10 gram;3 gram;20 min;['vooraf te maken', 'oven', 'gebak', 'nagerecht', 'verjaardag', 'valentijn', 'in te vriezen', 'keukenmachine'];['Verwarm de oven voor op 180 °C. Bekleed het bakblik met bakpapier en laat aan 2 zijden het papier 4 cm overhangen.', ' Verhit een steelpan op laag vuur en laat hierin de boter al roerend smelten. Maal het kokos, de havervlokken en 6 dadels fijn in de keukenmachine. Voeg de boter toe en meng tot een gladde massa. Verdeel het mengsel over het bakblik en druk stevig aan. Bak de bodem in ca. 15 min. in de oven tot hij goudbruin is. Laat ca. 1 uur afkoelen.', ' Meng voor de karamel de rest van de dadels met de tahin, ahornsiroop en vanille 3 min. in de keukenmachine tot een gladde massa. Verdeel over de bodem in het bakblik en zet 15 min. in de vriezer tot de karamel hard is.', ' Meng de chocolade en olie in een magnetronbestendig schaaltje. Zet 30 sec. op vol vermogen in de magnetron. Roer door en herhaal tot de chocolade is gesmolten. Schenk over de plaatkoek. Zet 30 min. in de vriezer tot de chocolade hard is.', 'Til de koek met het bakpapier uit het blik. Snijd hem met een natgemaakt scherp mes in stukjes. Bewaar tot gebruik in de vriezer.'];https://static.ah.nl/static/recepten/img_113524_1224x900_JPG.jpg
Jamkoekjes van Donna Hay;140 kcal ;14 gram;3 gram;8 gram;20 min;['lactosevrij', 'oven', 'gebak', 'kindergerecht', 'verjaardag', 'vaderdag', 'valentijn', 'moederdag', 'kinderrecepten', '5 ingrediënten'];['Verwarm de oven voor op 180 °C. Doe het boekweitmeel, amandelmeel, de ahornsiroop en de olie in een grote kom en meng goed met een spatel.', 'Rol met schone handen 1 el van het deeg tot een balletje, druk een beetje plat en leg op een met bakpapier beklede bakplaat. Druk met je duim een holletje in het midden van elk koekje. Vul elk kuiltje met 1 tl jam.', 'Bak de koekjes in ca. 18-20 min. of tot ze superbruin en knapperig zijn. Haal de bakplaat uit de oven en laat de koekjes op een rooster afkoelen.'];https://static.ah.nl/static/recepten/img_113545_1224x900_JPG.jpg
Kaneeldonutbolletjes van Donna Hay;110 kcal ;12 gram;2 gram;6 gram;25 min;['oven', 'gebak', 'verjaardag', 'pasen', 'oud & nieuw', 'kerst', 'valentijn', 'kersttaart'];['Verwarm de oven voor op 180 °C. Zeef de bloem en bakpoeder in een grote kom. Voeg de fijne kristalsuiker toe en maak een kuiltje in het midden van het mengsel. Laat 125 g boter smelten in een steelpan. Breek het ei boven een maatbeker en voeg de melk en de gesmolten boter toe. Meng alles met een garde. Schenk het eimengsel in het kuiltje van het bloemmengsel en klop tot een glad beslag. Verdeel het beslag over de ingevette holtes van de muffinvorm. Zet 12 min. in de oven tot ze gerezen en goudbruin zijn.', 'Meng de kristalsuiker en kaneel in een ondiepe kom, meng goed en zet apart.  Laat in een steelpan de rest van de boter al roerend smelten en laat iets afkoelen. Haal de muffinvorm uit de oven en laat de bolletjes 1 min. afkoelen in de vorm. Stort voorzichtig op een rooster en bestrijk - als ze nog warm zijn- met de gesmolten boter. Rol de bolletjes door het kaneelmengsel, zodat ze rondom bedekt zijn. Serveer de donutbolletjes warm of laat ze afkoelen op een rooster.'];https://static.ah.nl/static/recepten/img_113547_1224x900_JPG.jpg
Volkoren notenontbijtkoek;250 kcal ;30 gram;6 gram;11 gram;30 min;['veganistisch', 'lactosevrij', 'vooraf te maken', 'oven', 'gebak', 'ontbijt'];['Verwarm de oven voor op 170 °C. ', 'Verwijder de pitten uit de dadels en doe de dadels samen met de ahornsiroop, amandeldrink en azijn in de keukenmachine. Maal tot een glad mengsel. Zeef het meel boven een kom en voeg de baksoda en specerijen toe. Voeg de dadelpuree en 175 g noten toe. Meng tot beslag.', ' Bekleed de cakevorm met bakpapier en schep het beslag erin. Verdeel de rest van de noten erover. Bak de koek in 40-45 min. in het midden van de oven gaar.  Test na 40 min. op gaarheid door er een satéprikker in te steken. Komt deze er schoon uit, dan is de koek gaar.', 'Neem uit de oven en laat 10 min. akoelen. Stort dan op een rooster en laat verder akoelen.'];https://static.ah.nl/static/recepten/img_113570_1224x900_JPG.jpg
Dadel-abrikozentartelettes met gember;210 kcal ;26 gram;9 gram;4 gram;30 min;['lactosevrij', 'vooraf te maken', 'gebak', 'verjaardag', 'traktatie', 'keukenmachine'];['Verwijder de pitten uit de dadels. Maal de amandelen fijn in de keukenmachine. Voeg de dadels en cacao toe en mix alles tot een samenhangend, stevig deeg. Rol hiervan met natte handen 10 gelijke balletjes en druk ze plat. Vorm er bodempjes van 5 cm doorsnede van met een opstaand randje. Leg op een met bakpapier bekleed bord en zet tot gebruik in de koelkast.', 'Boen de limoen schoon, rasp de groene schil en pers de vrucht uit.  Doe de abrikozen met 1½ el limoensap (voor 10 stuks), de stemgember en 1½ el gembersiroop (voor 10 stuks) uit het potje in de keukenmachine en maal tot een gladde vulling. Verdeel de vulling over de bodempjes. Meng het kokos- en limoenrasp door elkaar en bestrooi de tartelettes ermee.'];https://static.ah.nl/static/recepten/img_113526_1224x900_JPG.jpg
Galaxy donuts;175 kcal ;22 gram;4 gram;8 gram;40 min;['gebak', 'verjaardag', 'traktatie', 'oud & nieuw', 'frituren', 'kinderrecepten'];['Verwarm de melk in een steelpan tot lauwwarm. Doe 100 ml melk, de gist en de helft van de suiker in een kom en laat 4 min. staan. Meng ondertussen de rest van de suiker, de bloem en het zout in een ruime kom. Splits de eieren, de eiwitten worden niet gebruikt. Voeg de eidooiers, de rest van de melk, het gistmengsel en de boter (op kamertemperatuur) toe aan het bloemmengsel en kneed door elkaar.', 'Kneed nog 5 min. op een met bloem bestoven werkblad tot een zacht en soepel deeg. Leg het in een ingevette kom. Dek af met een vochtige schone theedoek en laat op een warme plaats 1½ uur rijzen.', 'Rol het deeg op een met bloem bestoven werkblad uit tot een lap van 1 cm dik. Steek er met de portioneerring cirkels uit. Maak met de spuitmond kleine openingen in het midden van de cirkels. Herhaal tot het deeg op is. Leg de donuts op een ingevette bakplaat. Dek af met een stuk bakpapier en laat nog 30 min. rijzen.', 'Verhit de olie in de frituurpan tot 180 °C. Frituur de donuts per 3 in ca. 2 min goudbruin. Schep uit de pan, laat uitlekken op keukenpapier en laat af\x93koelen.', 'Maak het glazuur. Meng het water met de poedersuiker en verdeel over een plat bord. Verdeel een paar druppels van de rode en blauwe kleurstoffen op het glazuur en meng met een vork door elkaar totdat je het gewenste gemarmerde effect krijgt. Dip de bovenkant van de donuts in het glazuur. Haal de donuts eruit en laat uitdruppelen voor je ze omkeert. Voeg telkens wat druppels rode en blauwe kleurstof erbij als de donuts te licht worden. Bestrooi met de perensuiker.'];https://static.ah.nl/static/recepten/img_113531_1224x900_JPG.jpg
Zebra-chocotaart;435 kcal ;51 gram;6 gram;23 gram;25 min;['oven', 'gebak', 'kindergerecht', 'verjaardag', 'traktatie', 'valentijn', 'kinderrecepten'];['Verwarm de oven voor op 170 °C. ', 'Doe de biscuitmix, eieren en het water in een kom. Klop 1 min. met een mixer op de laagste stand en daarna 5 min. op de hoogste stand. Schep de helft van het beslag in een andere kom en meng met de cacaopoeder.', 'Bekleed de bodem van de springvorm met bakpapier en vet de randen in. Schep 2 el licht beslag in het midden van de vorm. Schep vervolgens 2 el van het donkere beslag in het midden. Ga zo door tot beide soorten beslag op zijn. Bak in het midden van de oven in ca. 35 min. goudbruin en gaar. Neem de taart uit de oven en laat in 1 uur afkoelen op een rooster.', 'Neem de taart uit de vorm en snijd overlangs doormidden. Bestrijk de onderste helft met de chocoladepasta en verdeel de chocolate chips erover. Leg de bovenste helft van de taart erop. Verwarm het glazuur volgens de aanwijzingen op de verpakking en schenk in een zigzaggende beweging over de taart. Laat in ca. 30 min. hard worden en serveer.'];https://static.ah.nl/static/recepten/img_113571_1224x900_JPG.jpg
Bananenbroodtulband met noten;275 kcal ;26 gram;5 gram;16 gram;10 min;['lactosevrij', 'vooraf te maken', 'oven', 'gebak', 'verjaardag', 'traktatie', 'kerst', 'kersttaart'];['Verwarm de oven voor op 175 °C. Spray de tulbandvorm in met de bakspray.', 'Pel en prak de rijpe bananen. Zeef het zelfrijzend bakmeel en de kardemom boven een grote kom. Meng de banaan, het amandelmeel, het kokosrasp, de olie, honing en het zout erdoor. Hak de noten grof en schep met de frambozen door het beslag.', 'Verdeel het beslag over de tulbandvorm en bak de tulband in ca. 50 min. goudbruin en gaar in het midden van de oven. Controleer na 45 min. op gaarheid door er de satéprikker in te steken. Komt deze er schoon uit, dan is de tulband gaar. Laat de tulband 45 min. a\x8ckoelen in de vorm en haal hem er dan uit. Laat verder a\x8cfkoelen. In totaal duurt dit ca. 1 uur.'];https://static.ah.nl/static/recepten/img_113520_1224x900_JPG.jpg
Kaneelbroodjes met walnoten en rozijnen;395 kcal ;56 gram;8 gram;15 gram;20 min;['oven', 'gebak', 'verjaardag', 'pasen', 'moederdag'];['Doe de melk en ⅓ van de boter (op kamertemperatuur) in een steelpan en verwarm tot handwarm. Zet het vuur uit en voeg de gist toe als de boter gesmolten is. Doe de bloem in een kom met het zout en de vanillesuiker. Voeg het melkmengsel toe en kneed tot samenhangend deeg. Vorm er een bal van en laat in een met bloem bestoven en met een schone theedoek afgedekte kom 45 min. rijzen op een warme tochtvrije plek.', 'Meng de basterdsuiker en kaneel door de rest van de zachte boter. Hak de noten in stukjes. Bestuif je werkblad met wat bloem en rol het deeg uit tot een rechthoek van 25 x 35 cm. Bestrijk het deeg met de kaneelboter. Bestrooi met de noten en rozijnen. Rol het deeg op en snijd in 8 gelijke stukken. Bekleed de springvorm met bakpapier. Leg de deegrolletjes erin: 1 in het midden, de rest eromheen. Laat afgedekt nog 45 min. rijzen. Verwarm de oven voor op 200 °C.', 'Bestrijk de broodjes met wat extra melk. Bak in ca. 20 min. in het midden van de oven goudbruin en gaar. Laat 1 uur afkoelen. Meng de poedersuiker met het water. Besprenkel de broodjes met het glazuur.'];https://static.ah.nl/static/recepten/img_113593_1224x900_JPG.jpg
Vegastoof met gele paprika, broccoli & basmatirijst;595 kcal ;80 gram;31 gram;13 gram;25 min;['vegetarisch', 'vooraf te maken', 'hoofdgerecht', 'wat eten we vandaag', 'winter', 'herfst', 'stoven'];['Snipper de uien. Verhit de olie in de hapjespan of braadpan en bak de ui, het karwijzaad en de kipstuckjes 5 min. op middelhoog vuur. Verwijder ondertussen de steel en zaadlijsten van de paprika’s en snijd het vruchtvlees in dunne repen.', 'Voeg de paprika samen met de gerookte-paprikapoeder, passata en het water toe aan de kipstuckjes en breng aan de kook. Draai het vuur laag en laat op laag vuur 10 min. stoven met de deksel op de pan. Roer af en toe. Breng op smaak met peper en eventueel zout.', 'Kook ondertussen de rijst met eventueel zout in 8 min. gaar. Giet af en laat afgedekt staan.', 'Snijd de broccoli in roosjes, schil de stronk en snijd in stukjes. Kook de broccoli 4 min. Giet af en laat goed uitlekken. Verdeel de rijst, broccoli en stoof over de borden en schep op elk bord 1 el yoghurt over de stoof.'];https://static.ah.nl/static/recepten/img_115519_1224x900_JPG.jpg
Zoete-aardappelstamppot met prei, geitenkaas en walnoten;500 kcal ;55 gram;14 gram;22 gram;30 min;['gezond', 'vegetarisch', 'stamppot', 'hoofdgerecht', 'wat eten we vandaag', 'herfst', 'winter', 'roerbakken/wokken', 'suikerbewust'];[' Schil alle aardappelen en snijd ze in gelijke stukken van ca. 4 cm. Kook in ca. 20 min gaar.  Snijd ondertussen de geitenkaas in stukjes. Hak de walnoten grof.', ' Verhit de olie in een wok of hapjespan en fruit de vadouvan op laag vuur 2 min. Zet het vuur middelhoog en roerbak de prei 5 min.\n Giet de aardappelen af en stamp ze fijn. Voeg de prei toe en schep om.\n', 'Haal de pan van het vuur en roer de helft van de geitenkaas door de stamppot. Bestrooi met de walnoten en de rest van de geitenkaas.'];https://static.ah.nl/static/recepten/img_113595_1224x900_JPG.jpg
Groenteroerbak met zilvervliesrijst en omeletreepjes;560 kcal ;68 gram;21 gram;21 gram;20 min;['gezond', 'vegetarisch', 'aziatisch', 'rijst', 'hoofdgerecht', 'wat eten we vandaag', 'roerbakken/wokken', 'suikerbewust'];['Kook de rijst volgens de aanwijzingen op de verpakking.', 'Snijd ondertussen de paarse bosui uit het wokpakket in ringetjes. Verhit de helft van de olie in een wok, voeg de Thai green curry en de groente uit het pakket toe (houd de helft van de bosui en de pompoen achter). Roerbak 4 min. Voeg de pompoen de laatste minuut toe.', 'Klop ondertussen het ei los met de melk en de sesamzaadjes. Verhit de rest van de olie in een kleine koekenpan met antiaanbaklaag en giet hier het eimengsel in. Bak het ei in ca. 1 min. aan beide kanten bruin. Haal uit de pan en snijd in reepjes.', 'Serveer de rijst in een kom met de roerbakgroente en de omeletreepjes. Bestrooi met de rest van de bosui.\n'];https://static.ah.nl/static/recepten/img_113591_1224x900_JPG.jpg
Gadogado met krieltjes, homemade pindasaus en gebakken ei;755 kcal ;75 gram;23 gram;37 gram;25 min;['vegetarisch', 'indonesisch', 'aziatisch', 'hoofdgerecht', 'wat eten we vandaag', 'koken'];['Boen de krieltjes schoon, snijd in kwarten en kook ze in 10 min. gaar. Giet af.', 'Verwijder de steelaanzet van de snijbonen en halveer de bonen in de breedte. Snijd de helften in de lengte in dunne repen van een ½ cm dik. Kook de snijbonen 5 min. Giet af en laat goed uitlekken.', 'Doe voor de pindasaus de kokosmelk, pindakaas, gembersiroop, sambal en ketjap in een steelpan en breng al roerend op hoog vuur aan de kook.  Draai het vuur laag en laat 2 min. zachtjes koken. Roer af en toe. ', 'Boen de limoen schoon en snijd in 2 parten per persoon. Verhit de olie in een koekenpan en bak een spiegelei per persoon.', 'Verdeel de krieltjes, snijbonen, rodekool en taugé over de borden. Leg de eieren erop en verdeel de cassave en limoenpartjes over de borden. Serveer de pindasaus apart erbij.'];https://static.ah.nl/static/recepten/img_115512_1224x900_JPG.jpg
Groente-hamlasagne met ricotta;705 kcal ;66 gram;38 gram;29 gram;20 min;['oven', 'italiaans', 'pasta', 'hoofdgerecht', 'herfst', 'winter'];['Verwarm de oven voor op 180 °C. Haal de blaadjes van de takjes kruiden. Gebruik de helft van de rozemarijn.\n', 'Pureer de ontdooide gegrilde groente met de kruiden. Breng op smaak met peper en eventueel zout.', 'Rasp de Pecorino en meng door de ricotta. Bestrijk de bodem van de ovenschaal met een dun laagje gepureerde groenten.\n', 'Maak laagjes met: ⅓ van de lasagnebladen, ⅓ van de groentepuree, ⅓ van de tuinerwten, ⅓ van de ham en ⅓ van het ricottamengsel. Herhaal nog 2 keer. Laat de lasagne in ca. 45 min. gaar worden in de oven. Dek eventueel af met aluminiumfolie als de lasagne te donker wordt.'];https://static.ah.nl/static/recepten/img_113599_1224x900_JPG.jpg
Pittige roerbak van biefstuk met rodekoolsalade & rijst;585 kcal ;77 gram;40 gram;12 gram;25 min;['rijst', 'hoofdgerecht', 'wat eten we vandaag', 'roerbakken/wokken'];['Kook de rijst met eventueel zout in 8 min. gaar. Giet af en laat met de deksel op de pan staan tot gebruik.', 'Schil de sinaasappels en snijd de partjes vruchtvlees los van de vliezen, zodat je het vruchtvlees er gemakkelijk met je mes tussenuit kunt wippen. Vang het sap op. Snijd het vruchtvlees in halve plakjes.', 'Snijd de bosuitjes in ringen. Meng 2 el sinaasappelsap (bij 4 personen) met de rodekool en peper. Verdeel over een schaal en verdeel de sinaasappelplakken en bosui erover.', 'Halveer de rode peper in de lengte en verwijder met een scherp mesje de zaadlijsten. Snijd het vruchtvlees van de rode peper en knoflook fijn. Meng in een kom ⅔ van de peper, de knoflook en de oestersaus.', 'Bestrooi de biefstukken met peper en eventueel zout. Verhit de helft van de olie in een koekenpan en bak de biefstukken 4 min. op middelhoog vuur. Keer halverwege. Neem uit de pan, leg op een bord en laat rusten onder aluminiumfolie. Laat het bakvet in de pan zitten.', 'Verwijder ondertussen de steelaanzet en zaadlijsten van de paprika’s en snijd het vruchtvlees in dunne repen. Voeg de rest van de olie in dezelfde koekenpan en bak de paprika 2 min.', 'Snijd de biefstukken in dunne plakken. Verdeel de rijst, paprika, rodekoolsalade over de borden en verdeel de saus over de biefstuk. Garneer met de rest van de rode peper.'];https://static.ah.nl/static/recepten/img_114529_1224x900_JPG.jpg
Snickers cheesecake;465 kcal ;45 gram;12 gram;26 gram;30 min;['oven', 'gebak', 'traktatie', 'verjaardag'];['Verwarm de oven voor op 180 °C. Bekleed de bodem van de ingevette springvorm met bakpapier. Doe de kletskoppen in de keukenmachine en maal fijn. Meng met de pindakaas en verdeel over de bodem van de springvorm. Druk aan met een lepel. Bak ca. 15 min. in het midden van de oven.  Neem uit de oven en laat 30 min. afkoelen. Verlaag de temperatuur naar 150 °C.', 'Maak de vulling. Snijd het vanillestokje open en schraap met een mespunt het merg eruit. Meng in een ruime kom het merg met de roomkaas, ricotta, 4 el stroop en bloem.  Voeg al kloppend met een mixer een voor een de eieren toe tot ze zijn opgenomen. Verdeel de vulling over de taartbodem en bak ca. 1 uur in het midden van de oven tot de vulling net gestold is.', 'Zet de oven uit en laat de cheesecake in 1½ uur in de oven met de deur op een kier afkoelen tot kamertemperatuur. Zet vervolgens minstens 4 uur afgedekt in de koelkast.', 'Verwarm de gecondenseerde melk en de rest van de stroop in een steelpan. Breng al roerend met een houten lepel aan de kook. Kook op middelhoog vuur al roerend in 7 min. tot een stroperige karamelsaus. Laat van het vuur 15 min. afkoelen. ', 'Snijd de cheesecake los van de vorm en verdeel de karamel over de cheesecake. Halveer de Snicker bites en garneer de cheesecake ermee. \n'];https://static.ah.nl/static/recepten/img_113594_1224x900_JPG.jpg
Galette met herfstfruit;445 kcal ;55 gram;7 gram;21 gram;30 min;['oven', 'gebak', 'nagerecht', 'herfst'];['Snijd de koude boter in blokjes. Meng het meel met de bloem, kokosbloesemsuiker en het zout. Voeg de boter toe en maak er met koele handen grove kruimels van.', 'Voeg de helft van de eieren toe en kneed snel tot een soepel deeg. Voeg wat koud water toe als het deeg niet soepel wordt. Maak van het deeg een platte bal en rol deze tussen 2 vellen bakpapier met de deegroller uit tot een ronde lap van Ø 35 cm. Rol met het bakpapier op en leg in de koelkast.', 'Verwarm de oven voor op 180 °C. Snijd de appels en peren in kwarten, verwijder de klokhuizen en snijd het vruchtvlees in blokjes van ca. 1 cm. Leg het deeg op de bakplaat en verwijder het bovenste vel bakpapier. Prik met een vork gaatjes in het deeg, laat aan de randen 5 cm vrij. ', 'Snijd de spijs in dunne plakjes en leg in een laag op de bodem. Boen de citroen schoon en rasp de gele schil erboven. Verdeel de appel, peer en bramen erover. Laat de rand vrij. Pers de helft van de citroen uit. Besprenkel het fruit met citroensap. Vouw de deegrand over het fruit. Klop het andere ei los. Bestrijk de rand ermee en bestrooi de rand met de rietsuiker. Bak de galette in 40-45 min. goudbruin en gaar.'];https://static.ah.nl/static/recepten/img_RAM_PRD139026_1224x900_JPG.jpg
Vegashoarma met komkommersalade & flatbreads;620 kcal ;50 gram;41 gram;26 gram;15 min;['vegetarisch', 'oven', 'hoofdgerecht', 'wat eten we vandaag'];['Verwarm de oven voor op 180 °C. Snijd de komkommers in blokjes en de munt fijn. Boen de citroen schoon, rasp de gele schil, halveer de vrucht en pers de helften uit. Meng de komkommer met de munt, 1 tl citroenrasp en 1 el –sap (per 4 personen). Breng op smaak met peper en eventueel zout.', 'Snipper de uien en meng met de tomato frito en gerookte-paprikapoeder. Breng op smaak met peper en eventueel zout.', 'Verwijder de steelaanzet van de paprika’s, verwijder de zaadlijsten en snijd het vruchtvlees in ringen. Doe de kikkererwten in een vergiet, spoel af onder koud stromend water en laat uitlekken.', 'Verhit de olie in een koekenpan en bak de kikkererwten en shoarma 5 min. op middelhoog vuur. Verwarm ondertussen de flatbreads ca. 3 min. in de oven.', 'Besmeer de flatbreads met de tomaten-uiensalsa en verdeel het shoarmamengsel, de paprikaringen en komkommer-salade erover. Serveer de yoghurt erbij.'];https://static.ah.nl/static/recepten/img_RAM_PRD124286_1224x900_JPG.jpg
Zalm teriyaki met kokos-aardappelpuree, broccoli en shiitakes;570 kcal ;48 gram;26 gram;28 gram;25 min;['hoofdgerecht', 'wat eten we vandaag', 'bakken'];['Schil de aardappelen en snijd ze in gelijke stukken. Kook de aardappelen met eventueel zout in 20 min. gaar.', 'Snijd de broccoli in kleine roosjes. Schil de stronk en snijd in kleine stukjes. Verhit de helft van de olie in de hapjespan of wok en bak de broccoli al omscheppend 6 min. op hoog vuur. Snijd de tenen knoflook fijn en halveer de shiitake. Voeg de knoflook, shiitake en sojasaus toe en bak 4 min. mee. Breng op smaak met peper.', 'Verhit ondertussen de rest van de olie in een koekenpan en bak de zalm 8 min., keer halverwege en bestrijk de laatste 2 min. met de teriyaki mirin saus.', 'Snijd de koriander fijn. Giet de aardappelen af, maar vang een kopje kookvocht op.  Doe de aardappelen terug in de pan en voeg de koriander, kokosmelk en eventueel wat kookvocht toe. Stamp met de pureestamper tot een smeuïge puree. Breng op smaak met peper.', 'Verdeel de puree en groente over de borden. Verdeel de zalm in stukken erover.'];https://static.ah.nl/static/recepten/img_125539_1224x900_JPG.jpg
Mini-bloemkoolpizza's;80 kcal ;2 gram;7 gram;5 gram;15 min;['glutenvrij', 'zonder vlees/vis', 'oven', 'borrelhapje', 'hoofdgerecht', 'verjaardag', 'wat eten we vandaag', 'borrel', 'oud & nieuw'];['Verwarm de oven voor op 230 °C. ', 'Rasp de bloemkool tot rijst. Doe de bloemkoolrijst in een hittebestendige kom en gaar in de magnetron 4 min. op 1000 W. Laat iets afkoelen. Rasp ondertussen de Parmezaanse kaas.  Doe de afgekoelde bloemkool in een schone theedoek en knijp zoveel mogelijk vocht eruit.  Schep terug in de kom en meng de Parmezaan, het ei en de helft van de mozzarella erdoor. ', 'Verdeel het mengsel in 8 porties over een met bakpapier beklede bakplaat en vorm er mini-pizza’s van 1 cm dik van. Beleg de pizza’s elk met 1 tl passata, de rest van de mozzarella en de oregano. Laat de randen vrij. Bak de pizza’s in 12 min. in het midden van de oven goudbruin.', 'Snijd ondertussen de blaadjes van het basilicum in dunne repen. Neem de pizza’s uit de oven en bestrooi met het basilicum. \n'];https://static.ah.nl/static/recepten/img_113731_1224x900_JPG.jpg
